UserTags,TimeStamps,Tweets,cleaned_tweet,sentiment
"United Nations
@UN",2024-06-29T08:04:00.000Z,"Women have played a critical role in diplomacy for centuries —yet, their contributions have often been overlooked.

On Monday’s #WomenInDiplomacy Day and every day, let’s recognize & celebrate how women are breaking barriers & making a difference.

https://un.org/en/observances/women-in-diplomacy-day…",woman played critical role diplomacy century yet contribution often overlooked monday day every day let recognize celebrate woman breaking barrier making difference,positive
"United Nations
@UN",2024-06-29T08:04:00.000Z,"“Further military escalation will only guarantee more suffering, more devastation to communities in Lebanon and Israel.”

– 
@antonioguterres
 warns about dangers of escalation between Israel and Hezbollah. https://un.org/sg/en/content/sg/press-encounter/2024-06-21/secretary-generals-press-encounter-the-middle-east…",military escalation guarantee suffering devastation community lebanon israel warns danger escalation israel hezbollah,negative
"United Nations
@UN",2024-06-29T08:04:00.000Z,"""It is so important that small island developing states get the resources they deserve.""

— Actress & activist Auli'i Cravalho on how to help secure a better future.

Here’s how you can #ActNow to achieve a more sustainable world for all: https://un.org/actnow",important small island developing state get resource deserve actress activist auli cravalho help secure better future achieve sustainable world,positive
"United Nations
@UN",2024-06-29T08:04:00.000Z,"Israel’s use of explosive weapons in Gaza's densely populated areas raises grave concerns under laws of war, 
@UNHumanRights
 report finds.

It also states that Palestinian armed groups' indiscriminate projectiles toward Israel contravene humanitarian law. https://ohchr.org/en/press-releases/2024/06/un-report-israeli-use-heavy-bombs-gaza-raises-serious-concerns-under-laws…",israel use explosive weapon gaza densely populated area raise grave concern law war report find also state palestinian armed group indiscriminate projectile toward israel contravene humanitarian law,negative
"United Nations
@UN",2024-06-29T08:04:00.000Z,"A strong #HumanRights system is key to effective multilateral cooperation, & to building a better future for people & planet.
 
My Office is ready to play its part - 
@volker_turk
 opens the 56th session of UN Human Rights Council 
@UN_HRC",strong system key effective multilateral cooperation building better future people planet office ready play part open th session un human right council,positive
"United Nations
@UN",2024-06-29T08:04:00.000Z,"Ukraine: The ongoing war has resulted in the large-scale destruction of homes and businesses, leaving behind thousands of tonnes of debris.
@UNDP
 is supporting recovery efforts to help people rebuild and resume their lives.",ukraine ongoing war resulted large scale destruction home business leaving behind thousand tonne debris supporting recovery effort help people rebuild resume life,negative
"United Nations
@UN",2024-06-29T08:04:00.000Z,"“The uncertainty in the wider region is impacting Yemen, but we must not lose sight of the intrinsic value of long-term peace.”

-- 
@OSE_Yemen
 Hans Grundberg urges continued efforts to support greater stability and peace in Yemen. https://osesgy.unmissions.org/briefing-un-special-envoy-yemen-hans-grundberg-security-council-2…",uncertainty wider region impacting yemen must lose sight intrinsic value long term peace han grundberg urge continued effort support greater stability peace yemen,negative
"United Nations
@UN",2024-06-29T08:04:00.000Z,"People with albinism have a long way to go to achieve equality & recognition.

They must be included in important discussions on human rights to protect them from discrimination.

More on Thursday's #AlbinismDay: https://un.org/en/observances/albinism-day…",people albinism long way go achieve equality recognition must included important discussion human right protect discrimination thursday,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"Renewable energy sources like wind, water and solar are available in abundance all around us.

Learn why renewable energy is the wave of the future. https://un.org/en/climatechange/raising-ambition/renewable-energy…

#ClimateAction",renewable energy source like wind water solar available abundance around u learn renewable energy wave future,positive
"United Nations
@UN",2024-06-27T16:22:48.000Z," As the world grapples with crises, data is taking centre stage.

Integrated data offers solutions for informed decision-making on today's toughest challenges, including climate change and reaching the #GlobalGoals.

 Learn more about #UNBigData2024: https://desapublications.un.org/un-desa-voice/more-from-undesa/june-2024/integrated-big-data-informs-policies-climate-change-and…",world grapple crisis data taking centre stage integrated data offer solution informed decision making today toughest challenge including climate change reaching learn,positive
"United Nations
@UN",2024-06-27T16:22:48.000Z,"2.7 billion people around the world lack access to the Internet.

Closing the digital divide is essential for achieving the #GlobalGoals and ensuring no one is left behind. https://un.org/sustainabledevelopment/infrastructure-industrialization/…",billion people around world lack access internet closing digital divide essential achieving ensuring one left behind,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"Today is #WorldFoodSafetyDay. 

Each year people fall ill from consuming contaminated food.
Over 200 diseases are caused by eating food contaminated with bacteria, viruses, parasites or chemical substances such as heavy metals https://bit.ly/2024WorldFoodSafetyDay…

#FoodSafety",today year people fall ill consuming contaminated food disease caused eating food contaminated bacteria virus parasite chemical substance heavy metal,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"The war in #Gaza continues to create unimaginable pain and suffering for children and families.

Every day brings more death, destruction, and despair.
 
There is no time to lose.
 
We need a ceasefire, the unconditional release of all hostages, and full humanitarian access.",war continues create unimaginable pain suffering child family every day brings death destruction despair time lose need ceasefire unconditional release hostage full humanitarian access,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"""Now is the time to mobilise.

Now is the time to act.

Now is the time to deliver.

This is our moment of truth.”

In a special #WorldEnvironmentDay address, 
@antonioguterres
 renews his call for urgent #ClimateAction.",time mobilise time act time deliver moment truth special address renews call urgent,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"UN Human Rights Chief 
@volker_turk
 renews call for accountability for unlawful killings in occupied West Bank. 

Over 500 Palestinians dead since 7 October.

The killing, destruction & widespread human rights violations are unacceptable & must cease immediately.",un human right chief renews call accountability unlawful killing occupied west bank palestinian dead since october killing destruction widespread human right violation unacceptable must cease immediately,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"Routine immunizations have led to dramatic reductions in illness, disability and death from common childhood diseases worldwide.
@WHO
 explains how #VaccinesWork & help protect people of all ages: https://who.int/health-topics/vaccines-and-immunization#tab=tab_1…",routine immunization led dramatic reduction illness disability death common childhood disease worldwide explains help protect people age,negative
"United Nations
@UN",2024-06-27T16:22:48.000Z,"An Indian peacekeeper deployed with 
@MONUSCO
 in DR Congo, who helped establish networks for local people to voice their security and humanitarian concerns, is the winner of the 2023 UN Military Gender Advocate of the Year Award

Read more 
https://news.un.org/en/story/2024/05/1150326…",indian peacekeeper deployed dr congo helped establish network local people voice security humanitarian concern winner un military gender advocate year award read,positive
"United Nations
@UN",2024-06-26T13:30:33.000Z,"Intensifying conflict and inter-communal tensions in #Myanmar are driving growing humanitarian needs and surging displacement.

As the monsoon arrives, aid partners need more support to provide shelter assistance to affected people.

 More update: https://bit.ly/4aHYnyq",intensifying conflict inter communal tension driving growing humanitarian need surging displacement monsoon arrives aid partner need support provide shelter assistance affected people update,negative
"United Nations
@UN",2024-06-26T13:30:33.000Z,"Forced displacement & fear are pushing people to seek refuge where they can - but there's no safety in the #GazaStrip

Families are fleeing to areas lacking essential supplies & acceptable living conditions.

This is Deir al-Balah. Everywhere you look there is a pile of trash.",forced displacement fear pushing people seek refuge safety family fleeing area lacking essential supply acceptable living condition deir al balah everywhere look pile trash,negative
"United Nations
@UN",2024-06-26T13:30:33.000Z,".
@antonioguterres
 has condemned in strongest terms this weekend’s air strikes on Rafah in southern Gaza that hit tents sheltering displaced people, killing & injuring civilians, including many small children.

The horror and suffering must stop immediately.",condemned strongest term weekend air strike rafah southern gaza hit tent sheltering displaced people killing injuring civilian including many small child horror suffering must stop immediately,negative
"United Nations
@UN",2024-06-26T13:30:33.000Z,"Cyclone #Remal made landfall last night, with 800k people evacuated to 9k shelters in 13 coastal districts of Bangladesh. 

Heavy rain & floods are expected in the next two days. 

UN agencies are supporting coordination & response & providing emergency supplies.",cyclone made landfall last night k people evacuated k shelter coastal district bangladesh heavy rain flood expected next two day un agency supporting coordination response providing emergency supply,negative
"United Nations
@UN",2024-06-26T13:30:33.000Z,"Saturday’s first-ever #WorldFootballDay stresses the pivotal role of football in fostering development and peace, bringing countries together and contributing to the achievement of the #GlobalGoals. 

Find out more: https://un.org/en/observances/football-day…",saturday first ever stress pivotal role football fostering development peace bringing country together contributing achievement find,positive
"United Nations
@UN",2024-06-26T13:30:33.000Z,"After 13 years of conflict, heroic #midwives in northwest Syria are saving the lives of pregnant women  

See how 
@UNFPA
—the 
@UN
 sexual and reproductive health agency—is supporting their life-saving work and making motherhood safer in #Syria: http://unf.pa/syc",year conflict heroic northwest syria saving life pregnant woman see sexual reproductive health agency supporting life saving work making motherhood safer,negative
"United Nations
@UN",2024-06-26T13:30:33.000Z,"Escalating violence in Haiti is strangling supply chains and healthcare operations.

“We cannot allow vital supplies that could save children’s lives to remain blocked in warehouses and containers. They must be delivered now."" - Bruno Maes, 
@UNICEFHaiti
.",escalating violence haiti strangling supply chain healthcare operation cannot allow vital supply could save child life remain blocked warehouse container must delivered bruno maes,negative
"United Nations
@UN",2024-06-26T13:30:33.000Z,"Afghanistan: Devastating floods over the past two weeks are likely to intensify in the coming months, with a significant impact on food security.

Affected areas are already experiencing crisis levels of food insecurity, warns 
@WFP
. ",afghanistan devastating flood past two week likely intensify coming month significant impact food security affected area already experiencing crisis level food insecurity warns,negative
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,The Interisland ferries are vital infrastructure. The govt’s decision to spend millions investigating a 4km multi-billion dollar tunnel under Wellington but scrap the order for new ferries is nonsensical. Their knee jerk decisions will undoubtedly cost the whole country more!,interisland ferry vital infrastructure govt decision spend million investigating km multi billion dollar tunnel wellington scrap order new ferry nonsensical knee jerk decision undoubtedly cost whole country,negative
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,Winston Peters has once again embarrassed New Zealand by making potentially defamatory allegations about a senior and respected leader from our closest ally. The Prime Minister needs to show some leadership and stand him down immediately.,winston peter embarrassed new zealand making potentially defamatory allegation senior respected leader closest ally prime minister need show leadership stand immediately,negative
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Auckland - Avoid non-essential travel today. Stay home if you can. If you do have to travel, drive to the conditions and never drive through floodwaters. If you come to a flooded area, turn around and go another way. Put safety first. Don’t take any chances.",auckland avoid non essential travel today stay home travel drive condition never drive floodwaters come flooded area turn around go another way put safety first take chance,negative
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"An exciting delivery last night 2 days ahead of schedule – NZ’s largest shipment of Pfizer. Thanks to Health officials, Pfizer and logistics company DHL for their efforts getting the vaccines here safely, and our entire vaccinator workforce for keeping the roll-out well on track.",exciting delivery last night day ahead schedule nz largest shipment pfizer thanks health official pfizer logistics company dhl effort getting vaccine safely entire vaccinator workforce keeping roll well track,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Good meeting for 
@GPNZ3
 Exec with 
@chrishipkins
 this morning. The Minister understands the need for primary care funding to be reviewed, for the system to invest in equity & culture not just structures and to work collaboratively.",good meeting exec morning minister understands need primary care funding reviewed system invest equity culture structure work collaboratively,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Very pleased about the campaign promoting the value of a vocational education.  The sector came close a couple of times to doing this without government support.  Great it is going to happen with government as a partner.  Well done 
@chrishipkins
 et al",pleased campaign promoting value vocational education sector came close couple time without government support great going happen government partner well done et al,negative
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Our government’s investment in capital speaks for itself. Our spending in schools, hospitals, roads and other infrastructure is an investment in the future. It also creates jobs and boosts local businesses. That’s good news for all New Zealanders.",government investment capital speaks spending school hospital road infrastructure investment future also creates job boost local business good news new zealander,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Well done to the women at Christchurch Women’s Prison who graduated last week, gaining qualifications that will help them change their lives for the better. Was great to have 
@chrishipkins
 there too to present them with their certificates. Read more here:",well done woman christchurch woman prison graduated last week gaining qualification help change life better great present certificate read,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Education Minister 
@chrishipkins
 standing by with 
@MutchJessica
 on #nzqanda #education",education minister standing,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,Someone at the NZ Herald is having fun today....,someone nz herald fun today,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"Good to see the Prime Minister 
@jacindaardern
 and Education Minister 
@chrishipkins
 out listening to members in front of Parliament today #ItsTime #KuaTaeTeWā",good see prime minister education minister listening member front parliament today,positive
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"""We don't want the public sector to be like the 1980's where each CEO was effectively an emperor in their own regime."" 
@chrishipkins",want public sector like ceo effectively emperor regime,negative
"Chris Hipkins
@chrishipkins",2024-06-23T00:03:18.000Z,"PM 
@jacindaardern
 is at the Education Summit in Auckland today - having important conversations about the future of education in New Zealand #EdConvo18",pm education summit auckland today important conversation future education new zealand,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"“Too often there has been change for changes sake, or change that didn’t seem to have any clear destination in mind. And too often people have felt excluded from the process."" 
@chrishipkins
 http://ow.ly/qojk30jSt3E #Edconvo18 #edsummit2018",often change change sake change seem clear destination mind often people felt excluded process,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"We need an education system that can adapt to the needs of the modern world. We need our people to be resilient, creative and adaptable #edconvo18",need education system adapt need modern world need people resilient creative adaptable,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"Education Minister Chris Hipkins 
@chrishipkins
 officially opened the new South-East Asia regional office of Education NZ 
@studyinnz
 - taking NZ's 1st class education to the world.",education minister chris hipkins officially opened new south east asia regional office education nz taking nz st class education world,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"Good on ya 
@CriticTeArohi
 ! Check this out @grantrobertson1 
@chrishipkins",good ya check,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"On change in Labour's tax stance, Ardern tells Greymouth audience: ""it's about balancing the need for urgency with certainty for voters"".",change labour tax stance ardern tell greymouth audience balancing need urgency certainty voter,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,Nikki Kaye knows Labour has a fully costed audited plan to pay for election policies It's here http://labour.org.nz/fiscalplan #NZQandA,nikki kaye know labour fully costed audited plan pay election policy,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"Making national standards ""live"" for parents means more compliance work for teachers - that means less time actually teaching!",making national standard live parent mean compliance work teacher mean le time actually teaching,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,Last #nzqt for this awesome and inspirational woman. Thanks @annetterongotai - that's an original 1993 A. King bumper sticker btw,last awesome inspirational woman thanks original king bumper sticker btw,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,James Shaw reminds Bill English of his disgracefully misogynistic behavior when he was leader of the Opposition. #nzqt,james shaw reminds bill english disgracefully misogynistic behavior leader opposition,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,Labour will invest an extra $4b in education over the next 4 years. It's much more important than tax cuts! A clear choice for voters.,labour invest extra b education next year much important tax cut clear choice voter,positive
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,Bill English says ministers should report any law breaking they become aware of to authorities but won't say if he has done so himself #nzqt,bill english say minister report law breaking become aware authority say done,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,PR: Teachers should elect their own professional representation http://ow.ly/LlfZ50ctuiP,pr teacher elect professional representation,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,National's tax cuts will cost more than the entire school operations budget. Puts things into perspective doesn't it..?,national tax cut cost entire school operation budget put thing perspective,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"Good speech by 
@chrishipkins
 at @itfnz Summit. Looked and sounded much more ministerial than Paul Goldsmith earlier this morning.",good speech summit looked sounded much ministerial paul goldsmith earlier morning,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,Total govt funding for ECE per child per year has fallen $538 under National. Parents paying 25% more. #nzqt,total govt funding ece per child per year fallen national parent paying,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,Alfred Ngaro once again refuses to apologise to the public for bullying organizations receiving govt funding. He should've been sacked #nzqt,alfred ngaro refuse apologise public bullying organization receiving govt funding sacked,negative
"Chris Hipkins
@chrishipkins",2024-05-01T23:15:46.000Z,"The new national standards targets are a joke, & not a funny one. Schools aren't factories & kids aren't commodities http://chrishipkins.org.nz/let_kids_be_kids_scrap_the_standards…",new national standard target joke funny one school factory kid commodity,negative
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,So deeply shocked to hear about the past PM of Japan-Shinzo Abe. He was one of the first leaders I met when I became PM. He was deeply committed to his role but also generous & kind. My thoughts are with his wife and the people of Japan. Events like this shake us all to the core.,deeply shocked hear past pm japan shinzo abe one first leader met became pm deeply committed role also generous kind thought wife people japan event like shake u core,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,"On my way home to NZ and heard the news that former Aussie PM, Bob Hawke, has passed away. I never had a chance to meet Bob, but it was easy to feel like you knew him. He was such a charismatic figure and one clearly driven by his love of people. Rest In Peace, Bob.",way home nz heard news former aussie pm bob hawke passed away never chance meet bob easy feel like knew charismatic figure one clearly driven love people rest peace bob,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,"So although my #nzsecretsanta didn't quite get there this year, a #SuperSecretSanta stepped up amazingly for me. Thank you so much, whoever you are!! 
@nzsecretsanta",although quite get year stepped amazingly thank much whoever,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,Not a chance. #AskJacinda https://x.com/gray267/status/GRAY267/status/911114080458440704…,chance,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,"Another 1st for #women. #NZ 
@FedFarmers
 elects Katie Milne, 1st female President of organisation in 118 years. Breaks glass & grass ceiling:",another st elect katie milne st female president organisation year break glass grass ceiling,negative
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,"Mt Albert votes on Saturday
@jacindaardern
@JulieAnneGenter
 & 
@geoffsimmonz
 join 
@toddniall
 at 8am.
WATCH IT LIVE  https://facebook.com/nzmorningreport/…",mt albert vote saturday join watch live,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,When your byelection door knocking interrupts a preLaneway party but everyone is still so nice about it #LANEWAY2017,byelection door knocking interrupt prelaneway party everyone still nice,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,This is such sad news. Condolences to Michele's family.,sad news condolence michele family,negative
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,Fat Freddy's take out International Achievement Award. So well deserved. Total legends (all 56…,fat freddy take international achievement award well deserved total legend,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,Trams for Mt Roskill starting with Dominion Road? Yes please! Great announcement today by Andrew…,tram mt roskill starting dominion road yes please great announcement today andrew,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,"I'm crossing my fingers too 
@Rachel_Smalley",crossing finger,positive
"Jacinda Ardern
@jacindaardern",2022-07-08T06:27:17.000Z,certainly been a lot of debate in question time! Wrote this if you're interested,certainly lot debate question time wrote interested,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,thank you! And thank you for your work raising the profile of this issue,thank thank work raising profile issue,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"It was such a pleasure to present this award. Thanks 
@ArtsAccessNZ
 !",pleasure present award thanks,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"Enough is enough let's stop burying great shows like #TERRYTEO #TVNZ & wasting money 
@jacindaardern
  @RadioHaurakiNZ
 http://nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11676269…",enough enough let stop burying great show like wasting money,negative
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"Moving start to parliament today with 
@PhilTwyford
 paying tribute to Jo Cox. Still so sad.",moving start parliament today paying tribute jo cox still sad,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,Been trying to change the coroners bill so we ensure that coroner's recommendations aren't ignored & get a response. It was just voted down.,trying change coroner bill ensure coroner recommendation ignored get response voted,negative
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"According to the PM, Bill English's budget is 'shining a light on prosperity and opportunity.' Feels more like a torch on a sedan.",according pm bill english budget shining light prosperity opportunity feel like torch sedan,negative
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,This decision seems crazy to me. Have you had a chance to look into it @WoodhouseMP ?,decision seems crazy chance look,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"That is a whole lot of rain tomorrow for 
@oxfamnz
 trail walker! My poncho is about to be tested..all $2 of it #otwnz",whole lot rain tomorrow trail walker poncho tested,negative
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"PM thinks we shouldn't be concerned by 
@MYOB
 survey showing impact of diary price on SMEs because they could just be 'sandwich makers'??",pm think concerned survey showing impact diary price smes could sandwich maker,negative
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"@ChurchinProgres @saveihumatao 
@nomotorway
 it was my pleasure! Great to chat",pleasure great chat,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"Home visiting mum and dad and, let's be honest, visiting these cows. I LOVE them. All of them. I…",home visiting mum dad let honest visiting cow love,negative
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"It was great having 
@jacindaardern
 speak to our 2016 student leaders this morning.  Great stories of leadership.",great speak student leader morning great story leadership,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,I feel like we really captured a true 'adjudication' moment with this one #flagdebate,feel like really captured true adjudication moment one,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"Seeing the wonderful 
@MaryanStreetNZ
 receive her life membership today - definitely a conference highlight.",seeing wonderful receive life membership today definitely conference highlight,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,Goal for next Diwali- getting into my saree without the assistance of the lovely @priyanca02 Happy Diwali everyone!,goal next diwali getting saree without assistance lovely happy diwali everyone,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"@jacindaardern
 thanks for sharing the Duffy love 
@duffybooks",thanks sharing duffy love,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,What better way to end the day.. #ReevesLecture15,better way end day,positive
"Jacinda Ardern
@jacindaardern",2019-05-17T00:08:46.000Z,"Crook..again. 
@NZClarke
 now holds view that both children and politicians are germy. Not an unfair call.",crook hold view child politician germy unfair call,negative
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,"Just spoke with my friend Congresswoman Sheila Jackson Lee as she battles pancreatic cancer. She’s doing well and remains the fighter we all know her to be, facing this challenge with incredible strength and determination. Join me in cheering her on and keeping her in our",spoke friend congresswoman sheila jackson lee battle pancreatic cancer well remains fighter know facing challenge incredible strength determination join cheering keeping,positive
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,"Congratulations to 
@AlGore
 on receiving the Medal of Freedom today—a fitting testament to his lifetime of leadership and service, especially in advancing the fight against the climate crisis. I’m glad to see him among such a distinguished group receiving our nation’s highest",congratulation receiving medal freedom today fitting testament lifetime leadership service especially advancing fight climate crisis glad see among distinguished group receiving nation highest,positive
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,"Welcome to Sweden as 
@NATO
's 32nd ally. Sweden’s entry makes the Alliance and its commitment to democracy, peace, and the rule of law immediately stronger and more secure than at any point in NATO’s 75-year history.",welcome sweden nd ally sweden entry make alliance commitment democracy peace rule law immediately stronger secure point nato year history,positive
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,My statement on the passing of Norman Lear:,statement passing norman lear,positive
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,"Starting 
@AmeriCorps
 will always be one of my proudest accomplishments as President. Thirty years and 1.2 million volunteers later, this program has made a difference for so many people in so many ways. Keep #GettingThingsDone!",starting always one proudest accomplishment president thirty year million volunteer later program made difference many people many way keep,positive
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,"Disaster response in the face of our climate crisis. Expanding public health infrastructure. Building an economy that works for everyone. 
 
The 
@ClintonGlobal
 community knows how to choose hope and keep going — and we'll be convening these global leaders at #CGI2023. Learn more:",disaster response face climate crisis expanding public health infrastructure building economy work everyone community know choose hope keep going convening global leader learn,positive
"Bill Clinton
@BillClinton",2024-06-30T18:25:00.000Z,"Thank you!  The health workforce and the 
@Seed_Global
 @Amref_Worldwide
 commitment with 
@ClintonGlobal
 #Malawi #Uganda #Zambia #SierraLeone towards health equity is critical to our #climate response!",thank health workforce commitment towards health equity critical response,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,Today we welcome our friends in Finland with open arms as they become the 31st and newest member of NATO. The inclusion of Finland promises to strengthen NATO and ensures the continued success of the world’s most effective alliance.,today welcome friend finland open arm become st newest member nato inclusion finland promise strengthen nato ensures continued success world effective alliance,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,On this Presidents’ Day I’m thinking of President Jimmy Carter.,president day thinking president jimmy carter,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"Today and every day, may we heed Dr. King’s wisdom and find inspiration in his example.",today every day may heed dr king wisdom find inspiration example,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"Our work continues. I am incredibly grateful to the staff at CHAI, and the partners around the world — frontline health workers, NGOs, governments, and many more — who have made such extraordinary strides in the last two decades. 8/8",work continues incredibly grateful staff chai partner around world frontline health worker ngo government many made extraordinary stride last two decade,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,If we come together and vote we can put an end to gun violence.  Let me explain…,come together vote put end gun violence let explain,negative
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"History will judge Mikhail Gorbachev fondly for his efforts to expand freedom and opportunity. I appreciated the chances I had to spend time with him after we were both in private life, and I am saddened by his passing.",history judge mikhail gorbachev fondly effort expand freedom opportunity appreciated chance spend time private life saddened passing,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,Jerry McEntee was an outstanding labor leader who spent his life fighting for America’s workers. His early support in 1992 gave a big boost to my campaign when I needed it most. I'll always be grateful to him.,jerry mcentee outstanding labor leader spent life fighting america worker early support gave big boost campaign needed always grateful,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"Wherever there are people in need, you can count on the incomparable 
@ChefJoseAndres
 and 
@WCKitchen
 to be there providing food. Now you can see the inspiring story of their work #WeFeedPeople streaming today!",wherever people need count incomparable providing food see inspiring story work streaming today,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"Proud to be part of the launch of the Empire Building Playbook.  Following this Playbook will reduce emissions, save businesses and tenants money, create a lot of good jobs, and protect the future for our kids and grandkids.",proud part launch empire building playbook following playbook reduce emission save business tenant money create lot good job protect future kid grandkids,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,America stands united with the people of Ukraine in their fight for freedom and against oppression.,america stand united people ukraine fight freedom oppression,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"Happy birthday to three wonderful friends: the great actress Mary Steenburgen, the great writer John Grisham, and the great athlete and activist Alonzo Mourning. February 8th is quite a day to be born! ",happy birthday three wonderful friend great actress mary steenburgen great writer john grisham great athlete activist alonzo mourning february th quite day born,positive
"Bill Clinton
@BillClinton",2024-05-03T23:30:54.000Z,"I believe we all possess the ability to lead, and I want to help you develop those skills. From empowering diverse teams to mediating conflict, I’m sharing the lessons I learned during my career in public service. I hope you’ll join me on 
@MasterClass
. https://masterclass.com/billclinton",believe posse ability lead want help develop skill empowering diverse team mediating conflict sharing lesson learned career public service hope join,positive
